ID	ISO	Glottocode	Language	Slug	NLexemes	NCognates	Author	Latitude	Longitude	Classification
1285	vao	vaoo1237	Vao (Torono)	Vao_Torono_1285	171	169	Aviva Shimelman	-15.8983	167.3100	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal
182	rri	riri1237	Ririo	Ririo_182	229	168	D.C. Laycock	-6.8828	156.8628	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Choiseul
532	dor	dori1246	Dori'o	Dorio_532	206	168	Tryon & Hackman (1983)	-9.1154	160.8966	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, Malaita, Southern
1169	nmb	bign1238	V'ënen Taut (Leviamp)	Venen_Taut_Leviamp_1169	180	168	Tryon (1976)	-16.0903	167.2390	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior, Malekula Central
1316		bwen1239	Mbwenelang (Xoli)	Mbwenelang_Xoli_1316	181	168	Aviva Shimelman	-	-	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior
1321	psw	port1285	Port Sandwich (Lamap 1)	Port_Sandwich_Lamap_1_1321	179	168	Aviva Shimelman	-16.4952	167.7800	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal
363	baa	sisi1250	Sisingga	Sisingga_363	199	167	Malcolm Ross	-7.2562	157.2281	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Choiseul
465	akr	arak1252	Araki (Southwest Santo)	Araki_Southwest_Santo_465	184	167	Francois (2002)	-15.6700	166.9200	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo
476		orko1234	Orkon	Orkon_476	192	167	Crowley, Lynch, Early - notes	-16.2490	168.0276	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
1131	mmg	nort2839	Ambrym, North (Fonah)	Ambrym_North_Fonah_1131	177	166	Tryon (1976)	-16.1741	168.1400	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
1398	ahb	axam1237	Axamb (Small Island-Brisbane) 162-89	Axamb_Small_Island-Brisbane_162-89_1398	184	166	Aviva Shimelman	-16.4838	167.7070	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal
187	tio	teop1238	Teop	Teop_187	267	165	Ruth Saovana Spriggs	-5.7271	155.0301	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Nehan-North Bougainville, Saposa-Tinputz
474	urv	urua1242	Uruava	Uruava_474	254	165	Palmer, Bill (2004) Uruava dictionary, Additions from Piet Lincoln	-6.2331	155.5730	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Mono-Uruava
518	uge	ughe1237	Ughele	Ughele_518	211	165	Tryon & Hackman (1983)	-8.4573	157.3407	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West
923	mrl	mort1237	Mortlockese (Lukunosh)	Mortlockese_Lukunosh_923	212	165	Emerson Odango (fieldnotes)	5.5073	153.7108	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Ponapeic-Trukic, Trukic
1254		niti1249	Nitita (Khatbol)	Nitita_Khatbol_1254	183	165	Aviva Shimelman	-16.2701	167.4840	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior
1421		avok1244	Avok (Avok) 162-99	Avok_Avok_162-99_1421	180	165	Aviva Shimelman	-16.4838	167.7070	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal
54	hoa	hoav1238	Hoava	Hoava_54	190	164	Blust, from Tryon & Hackman (1983)	-8.1136	157.5659	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West
356	vnk	vano1237	Vano	Vano_356	243	164	Tryon & Hackman (1983) and Cashmore (1972)	-11.6697	166.8768	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Temotu, Utupua-Vanikoro
1116	omb	east2443	Ambae, East (Wailengi)	Ambae_East_Wailengi_1116	180	164	Tryon (1976)	-15.3523	167.8900	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
178	gfk	patp1243	Patpatar	Patpatar_178	230	163	Sios Ekonia Mitir	-3.7108	152.4463	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic
1032	krf	koro1308	Koro	Koro_1032	177	163	Tryon (1976)	-14.2943	167.4670	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
1172	tgs	nume1241	Nume	Nume_1172	179	163	Tryon (1976)	-14.2090	167.5620	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
512	wyy	west2519	Western Fijian (Navosa)	Western_Fijian_Navosa_512	213	162	Pita Tuisawau/Self (fathers language)	-17.0000	177.3000	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, West Fijian-Rotuman, West Fijian
1237	nvh	nasa1240	Nasarian (Wileven tu)	Nasarian_Wileven_Tu_1237	176	162	Aviva Shimelman	-16.3497	167.4140	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior, Malekula Central
1393	lid	nyin1250	Nyindrou	Nyindrou_1393	238	162	William H. Martin and others, n.d. Electronic dictionary of Nyindrou. Ukarumpa: Summer Institute of Linguistics.	-2.1143	146.6270	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Manus, West
1396	mlx	malf1237	Na'ahai (Mbatvanui) 162-85	Naahai_Mbatvanui_162-85_1396	186	162	Aviva Shimelman	-16.5499	167.5090	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal
1438	klx	kolu1245	Koluwawa	Koluwawa_1438	232	162	Schlossberg (2012)	-9.4274	150.4620	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D'Entrecasteaux, Bwaidoga
1107	lmu	lame1260	Lamenu	Lamenu_1107	182	160	Tryon (1976)	-16.6098	168.1710	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Epi, Lamenu-Baki, Lamenu-Lewo
1139	tnp	whit1269	Whitesands (Iarkei)	Whitesands_Iarkei_1139	173	160	Tryon (1976)	-19.5019	169.3810	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, South Vanuatu, Tanna
1048	mla	malo1243	Malo (North)	Malo_North_1048	183	159	Tryon (1976)	-15.6835	167.1600	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo
1088	etn	eton1255	Eton	Eton_1088	181	159	Tryon (1976)	-17.7400	168.5490	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Central Vanuatu
1113	nsw	navu1237	Navut (Matae)	Navut_Matae_1113	164	159	Tryon (1976)	-15.3169	166.7980	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo
1435	yml	iama1237	Iamalele	Iamalele_1435	245	159	Schlossberg (2012)	-9.4500	150.5730	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D'Entrecasteaux, Bwaidoga
368	nal	nali1244	Nalik	Nalik_368	196	158	Malcolm Ross	-3.7249	152.1186	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, Lavongai-Nalik
1009	mvt	mpot1241	Mpotovoro	Mpotovoro_1009	179	158	Tryon (1976)	-15.8988	167.2320	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal
1031	brj	bier1246	Bieria (Vowa)	Bieria_Vowa_1031	189	158	Tryon (1976)	-16.7867	168.2320	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Epi, Bieria-Maii
1123	urr	leha1244	Löyöp	Loyop_1123	179	158	Tryon (1976)	-13.5406	167.3360	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
1168	tql	leha1243	Lehali	Lehali_1168	182	158	Tryon (1976)	-13.5043	167.3320	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
1436	viv	idun1242	Iduna	Iduna_1436	244	158	Schlossberg (2012)	-9.3436	150.2400	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D'Entrecasteaux, Bwaidoga
1134	wwo	weta1242	Wetamut	Wetamut_1134	170	157	Tryon (1976)	-14.2916	167.5500	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
89	mek	meke1243	Mekeo	Mekeo_89	213	156	Andrew Kavana	-8.3300	146.5000	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Peripheral, Central Papuan, West Central Papuan, Nuclear
511	gvs	guma1254	Gumawana	Gumawana_511	226	156	Clif Olson	-9.2500	150.8333	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D'Entrecasteaux, Gumawana
1033	bki	baki1244	Baki	Baki_1033	181	156	Tryon (1976)	-16.7096	168.1650	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Epi, Lamenu-Baki, Baki-Bierebo
1083	tnn	nort2847	Tanna, North	Tanna_North_1083	171	156	Tryon (1976)	-19.3733	169.3030	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, South Vanuatu, Tanna
1188	aji	ajie1238	Houaïlou	Houailou_1188	282	156	Leenhardt (1935)	-21.3029	165.4680	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Southern, South, Wailic
1355	xsi	sioo1240	Sio	Sio_1355	260	156	Lincoln (n.d.)	-5.9604	147.3530	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Sio
66	kwd	kwai1243	Kwaio	Kwaio_66	212	154	Blust from: Keesing (1975)	-9.0587	161.0596	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, Malaita, Northern
140	wiv	mudu1242	Vitu	Vitu_140	216	154	Malcolm Ross	-4.8507	150.0060	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, Bali-Vitu
651	tbo	tawa1275	Tawala	Tawala_651	197	154	Textfile for Tawala Dictionary, by Brian Ezard; provided by Malcolm Ross (Nov 3, 2009)	-10.3115	150.6438	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D'Entrecasteaux, Are-Taupota, Taupota
1010	tsr	akei1237	Akei (Penantsiro)	Akei_Penantsiro_1010	167	154	Tryon (1976)	-15.6377	166.7670	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo
1034	lrv	lare1249	Larevat	Larevat_1034	171	154	Tryon (1976)	-16.1971	167.3870	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior, Malekula Central
1144	nnd	west2513	Ambae, West (Ngwatua)	Ambae_West_Ngwatua_1144	183	154	Tryon (1976)	-15.4281	167.8070	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
19	ane	xara1244	Canala	Canala_19	219	153	Blust, from: Grace (1975)	-21.6700	166.0000	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Southern, South, Xaracuu-Xaragure
56	pss	kaul1240	Kaulong (Au Village)	Kaulong_Au_Village_56	220	153	C. Throop	-6.1842	149.6777	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Arawe-Pasismanua, Pasismanua
231	sij	numb1247	Numbami (Siboma)	Numbami_Siboma_231	238	153	Joel Bradshaw	-7.0520	147.7790	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Numbami
259	uve	west2516	Uvea, West	Uvea_West_259	162	153	POLLEX 2000 (Bruce Biggs & Ross Clark)	-20.6431	166.5637	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Futunic
1072	wsi	wusi1237	Wusi (Valui)	Wusi_Valui_1072	168	153	Tryon (1976)	-15.2786	166.6960	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo
1075	mmm	maii1238	Maii	Maii_1075	187	153	Tryon (1976)	-16.7388	168.2110	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Epi, Bieria-Maii
1404		nasv1234	Nasvang (Farun) 162-93	Nasvang_Farun_162-93_1404	176	153	Aviva Shimelman	-16.4582	167.6396	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior
69	lek	leip1237	Leipon	Leipon_69	181	152	Blust	-1.9689	147.3294	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Manus, East
374	ddi	diod1237	Diodio	Diodio_374	184	152	Malcolm Ross, John Manasa	-9.3949	150.1611	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D'Entrecasteaux, Bwaidoga
1026	crc	lonw1238	Lonwolwol	Lonwolwol_1026	168	152	Tryon (1976)	-16.2286	168.0160	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
1027	tgp	tang1347	Tangoa	Tangoa_1027	161	152	Tryon (1976)	-15.5643	166.9580	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo
1101	mrp	moro1286	Morouas	Morouas_1101	159	152	Tryon (1976)	-15.3498	166.8910	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo
1424	snc	sina1266	Sinaugoro (Balawaia Dialect)	Sinaugoro_Balawaia_Dialect_1424	198	152	Schlossberg (2012)	-9.7979	147.8610	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Peripheral, Central Papuan, Sinagoro-Keapara
4	bcm	bann1247	Banoni	Banoni_4	254	151	Blust, from Lincoln (1975)	-6.5118	155.2808	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Piva-Banoni
71	tlx	kheh1237	Levei	Levei_71	200	151	Blust	-2.0760	146.6538	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Manus, West
72	lib	liku1243	Likum	Likum_72	186	151	Blust	-2.4306	147.4162	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Manus, West
1019	lkn	lako1245	Lakona	Lakona_1019	175	151	Tryon (1976)	-14.2130	167.4720	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
1153	lht	loto1240	Toga	Toga_1153	172	151	Tryon (1976)	-13.2520	166.6130	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
1174	ssv	shar1244	Shark Bay	Shark_Bay_1174	166	150	Tryon (1976)	-15.2553	167.1389	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, East Santo, South
1356	mqz	mala1487	Malasanga	Malasanga_1356	181	150	Lincoln (n.d.)	-5.9401	147.0580	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Korap
1358	tuc	mutu1242	Mutu	Mutu_1358	196	150	Lincoln (n.d.)	-5.7941	148.0140	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Ngero, Tuam
364	sjr	siar1238	Siar	Siar_364	200	149	Malcolm Ross	-4.0434	152.2664	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic
74	loj	louu1245	Lou	Lou_74	200	148	Blust	-2.3943	147.3541	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Southeast Islands
220	rro	waim1251	Roro	Roro_220	180	148	Matilda Miria-Tairea	-8.7500	146.5800	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Peripheral, Central Papuan, West Central Papuan, Nuclear
234	kji	zaba1237	Zabana (Kia)	Zabana_Kia_234	197	148	Blust, from Tryon & Hackman (1983)	-7.7763	158.7964	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Santa Isabel, West
384	leu	kara1486	Kara (West)	Kara_West_384	192	148	Pakanang J Manase, Malcolm Ross	-2.8300	151.1200	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, Lavongai-Nalik
388	kqw	kand1301	Kandas	Kandas_388	182	148	Tamsuri Malaibe	-4.0434	152.2664	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic
400	mjk	matu1261	Matukar	Matukar_400	188	148	Malcolm Ross	-5.8302	146.4541	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Bel
1460	kud	auhe1237	'Auhelawa	Auhelawa_1460	199	148	Schlossberg (2012)	-10.0959	151.0020	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, Suauic
96	ncn	naun1237	Nauna	Nauna_96	196	147	Blust	-2.2132	148.2001	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Southeast Islands
471	iai	iaai1238	Iaai	Iaai_471	232	147	Ozanne-Rivierre (1984)	-20.6533	166.5665	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Loyalty Islands
385	lih	lihi1237	Lihir (Sunglik)	Lihir_Sunglik_385	235	146	Veronica Tombeh, Malcolm Ross	-3.1890	152.6063	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, Tabar
1056	nrg	nara1263	Narango (Nambel)	Narango_Nambel_1056	165	146	Tryon (1976)	-15.5259	167.0470	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo
1167	frt	fort1240	Fortsenal	Fortsenal_1167	157	146	Tryon (1976)	-15.4484	166.9310	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo
