ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,author,url,typedby,checkedby,notes,source
334,Yabem,yabe1254,,jae,,,,,Otto Dempwolff’s Grammar of the Jabêm Language,https://abvd.shh.mpg.de/austronesian/language.php?id=334,Francisc Czobor,Francisc Czobor,"Otto Dempwolff's Grammar of the Jabem Language in New Guinea, translated and edited by Joel Bradshaw and Francisc Czobor, Oceanic Linguistics Special Publication, No. 32, Honolulu : University of Hawai'i Press, 2005

Ãª = a vowel between e and i
Ã´ = a vowel between o and u
c = glottal stop
j = voiced palatal fricative (English 'y' in 'yard', 'yoke', etc.)
acute accent (') = high tone
grave accent (`) = low tone
only high-tone vowels occur after t p, t, k, and kw, and  before p
only low-tone vowels occur after b, d, g, and gw, mb, nd, Å‹g, ngw, and ns, and before b",64760
336,Puluwatese,pulu1242,,puw,,,,,"Bender et al. (2003a,b)",https://abvd.shh.mpg.de/austronesian/language.php?id=336,Simon Greenhill,,"Bender, W.B., Goodenough, W.H., Jackson, F.H., Marck, J.C., Rehg, K.L., Sohn, H., Trussel, S. & Wang, J.W. (2003) Proto-Micronesian Reconstructions I & II.",304886
337,Pulo-Annan,sons1242,,sov,,,,,"Bender et al. (2003a,b)",https://abvd.shh.mpg.de/austronesian/language.php?id=337,Simon Greenhill,,"Bender, W.B., Goodenough, W.H., Jackson, F.H., Marck, J.C., Rehg, K.L., Sohn, H., Trussel, S. & Wang, J.W. (2003) Proto-Micronesian Reconstructions I & II.",304886
338,Saipan Carolinian,caro1242,,cal,,,,,"Bender et al. (2003a,b)",https://abvd.shh.mpg.de/austronesian/language.php?id=338,Simon Greenhill,,"Bender, W.B., Goodenough, W.H., Jackson, F.H., Marck, J.C., Rehg, K.L., Sohn, H., Trussel, S. & Wang, J.W. (2003) Proto-Micronesian Reconstructions I & II.",304886
342,Mokilese,moki1238,,mkj,,,,,"Bender et al. (2003a,b)",https://abvd.shh.mpg.de/austronesian/language.php?id=342,Simon Greenhill,,"Bender, W.B., Goodenough, W.H., Jackson, F.H., Marck, J.C., Rehg, K.L., Sohn, H., Trussel, S. & Wang, J.W. (2003) Proto-Micronesian Reconstructions I & II.",304886
343,Satawalese,sata1237,,stw,,,,,"Bender et al. (2003a,b)",https://abvd.shh.mpg.de/austronesian/language.php?id=343,Simon Greenhill,,"Bender, W.B., Goodenough, W.H., Jackson, F.H., Marck, J.C., Rehg, K.L., Sohn, H., Trussel, S. & Wang, J.W. (2003) Proto-Micronesian Reconstructions I & II.",304886
344,Marshallese,mars1254,,mah,,,,,"Bender et al. (2003a,b), Additions from Nikolas Willson",https://abvd.shh.mpg.de/austronesian/language.php?id=344,Simon Greenhill,,"Bender, W.B., Goodenough, W.H., Jackson, F.H., Marck, J.C., Rehg, K.L., Sohn, H., Trussel, S. & Wang, J.W. (2003) Proto-Micronesian Reconstructions I & II.",304886
346,Kiribati,gilb1244,,gil,,,,,Bingham & Sabatier via Stephen Trussel and Gordon,https://abvd.shh.mpg.de/austronesian/language.php?id=346,Francisc Czobor,,"A Combined Kiribati-English Dictionary based on the works of Hiram Bingham, D.D. and Father Ernest Sabatier, M.S.C. (translated by Sr. M. Oliva) with additional scientific material from Luomala, Goo & Banner. Compiled by Stephen Trussel and Gordon W. Groves, University of Hawaii, 1978 (http://www.trussel.com/kir/dic/dic_a.htm)",TrusselGroves1978
347,Woleaian,wole1240,,woe,,,,,"Bender et al. (2003a,b)",https://abvd.shh.mpg.de/austronesian/language.php?id=347,Simon Greenhill,,"Bender, W.B., Goodenough, W.H., Jackson, F.H., Marck, J.C., Rehg, K.L., Sohn, H., Trussel, S. & Wang, J.W. (2003) Proto-Micronesian Reconstructions I & II.",304886
349,Chuukese,chuu1238,,chk,,,,,"Goodenough and Sugita (1980, 1990), Bender et al 2003",https://abvd.shh.mpg.de/austronesian/language.php?id=349,Simon Greenhill,,"From: Bender, W.B., Goodenough, W..H., Jackson, F.H., Marck, J.C., Rehg, K.L., & Sohn, H-m. ( 2003 ). Proto-Micronesian Reconstructions 1 & 2.",304886;36728
352,Nembao,amba1266,,utp,,,,,Tryon & Hackman (1983) and Cashmore (1972),https://abvd.shh.mpg.de/austronesian/language.php?id=352,Ryan Lang,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification. 


Cashmore, C. (1972) Vocabularies of the Santa Cruz Islands, British Solomon Islands Protectorate.",85830;314442
353,Asumboa,asum1237,,aua,,,,,Tryon & Hackman (1983) and Cashmore (1972),https://abvd.shh.mpg.de/austronesian/language.php?id=353,Ryan Lang,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification. 


Cashmore, C. (1972) Vocabularies of the Santa Cruz Islands, British Solomon Islands Protectorate.",85830;314442
354,Tanimbili,tani1255,,tbe,,,,,Tryon & Hackman (1983) and Cashmore (1972),https://abvd.shh.mpg.de/austronesian/language.php?id=354,Ryan Lang,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification. 


Cashmore, C. (1972) Vocabularies of the Santa Cruz Islands, British Solomon Islands Protectorate.",85830;314442
355,Buma,tean1237,,tkw,,,,,Tryon & Hackman (1983) and Cashmore (1972),https://abvd.shh.mpg.de/austronesian/language.php?id=355,Ryan Lang,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification. 


Cashmore, C. (1972) Vocabularies of the Santa Cruz Islands, British Solomon Islands Protectorate.",85830;314442
356,Vano,vano1237,,vnk,,,,,Tryon & Hackman (1983) and Cashmore (1972),https://abvd.shh.mpg.de/austronesian/language.php?id=356,Ryan Lang,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification. 


Cashmore, C. (1972) Vocabularies of the Santa Cruz Islands, British Solomon Islands Protectorate.",85830;314442
357,Tanema,tane1237,,tnx,,,,,Tryon & Hackman (1983) and Cashmore (1972),https://abvd.shh.mpg.de/austronesian/language.php?id=357,Ryan Lang,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification. 


Cashmore, C. (1972) Vocabularies of the Santa Cruz Islands, British Solomon Islands Protectorate.",85830;314442
359,Tungag / Tungak / Lavongai,tung1290,,lcm,,,,,Beaumont & Lloyd (1988),https://abvd.shh.mpg.de/austronesian/language.php?id=359,Eva Lindström,,"Beaumont, C. H. (Ed.) (1986). Lavongai Materials, Volume 82 of Pacific Linguistics: Series D. Research School of Pacific and Asian Studies, Australian National University, Canberra.",145873
363,Sisingga,baba1268,,baa,,,,,Malcolm Ross,https://abvd.shh.mpg.de/austronesian/language.php?id=363,Simon Greenhill,,"Student's Name: Moses Bileki
Informant's Village: Gagara Village
Census Division: Choiseul",Ross-363-2005
364,Siar,siar1238,,sjr,,,,,Malcolm Ross,https://abvd.shh.mpg.de/austronesian/language.php?id=364,Simon Greenhill,,"Student's Name: Beka Isaac
Informant's Village: Lamassa
Census Division: Kandas
SubProvince: Namatanai",Ross-364-2005
365,Kokota,koko1269,,kkk,,,,,Tryon & Hackman 1983 / Palmer 1999,https://abvd.shh.mpg.de/austronesian/language.php?id=365,Michael Dunn,,"This list comes from Tryon and Hackman 1983 'Solomon Island Languages: an internal classification' Pacific Linguistics C72, with some missing values filled in following Palmer 1999 'A Grammar of the Kokota Language' PhD Diss. U. Sydney

Dot below indicates voicelessness",85830;154088
366,Takia,taki1248,,tbc,,,,,Malcolm Ross,https://abvd.shh.mpg.de/austronesian/language.php?id=366,Andrew Hsiu,,,180592
367,Sudest,sude1239,,tgo,,,,,"Anderson, M. (1990). Sudest Field Notes. Snyder, D.M. (ed). Dictionaries in Papua New Guinea, Volume 11. Ukarumpa: SIL.",https://abvd.shh.mpg.de/austronesian/language.php?id=367,Ger Reesink,,,134183
368,Nalik,nali1244,,nal,,,,,Malcolm Ross,https://abvd.shh.mpg.de/austronesian/language.php?id=368,Simon Greenhill,,"Student's Name: Napi Tahabai
Informant's Village: Bol
Census Division: Tikana
Sub-Province: Kavieng",Ross-368-2009
374,Diodio,diod1237,,ddi,,,,,"Malcolm Ross, John Manasa",https://abvd.shh.mpg.de/austronesian/language.php?id=374,Simon Greenhill,,,Ross-374-2009
375,Vaeakau-Taumako,pile1238,,piv,,,,,Even Hovdhaugen  (fieldwork),https://abvd.shh.mpg.de/austronesian/language.php?id=375,Even Hovdhaugen,,Vaeakau-Taumako is a Polynesian language in the Solomons. It has until now in the literature been called Pileni or Taumako. But the speakers  are not happy with a name that just mentions one island or one dialect. They have no native word for their language.,Hovdhaugen-375-2009
376,Mwotlap,motl1237,,mlv,,,,,Alex Francois (fieldnotes 1997-2006),https://abvd.shh.mpg.de/austronesian/language.php?id=376,Alexandre François,,,Francois-376-2009
377,Haku,hako1237,,hao,,,,,"Aline Masina, Malcolm Ross",https://abvd.shh.mpg.de/austronesian/language.php?id=377,Janet Moody,,"Informant's Village: Lontis
Sub-Province: Buka
Province: North Solomons",Ross-377-2009
382,Tolai,kuan1248,,ksd,,,,,"Lawrence Vue, Malcolm Ross",https://abvd.shh.mpg.de/austronesian/language.php?id=382,Janet Moody,,Also known as Kuanua.,Vue-382-2009
383,Madak,mada1285,,mmx,,,,,"Elsah William, Malcolm Ross",https://abvd.shh.mpg.de/austronesian/language.php?id=383,Janet Moody,,L and I hard to distinguish as a mixture of lower and upper case forms.  In many instances it looks as though the letter should be an i but there has been no dot placed above.  It appears that more than one person has written the words and their letter forms have varied.,William-383-2009
384,Kara (West),kara1486,,leu,,,,,"Pakanang J Manase, Malcolm Ross",https://abvd.shh.mpg.de/austronesian/language.php?id=384,Janet Moody,,"Handwritten note at head of Word List A: di=g(with dash through the middle). Uses E Ceast spelling e.g., f=[v], k=[g], cr[X]",Manase-384-2006
385,Lihir (Sunglik),lihi1237,,lih,,,,,"Veronica Tombeh, Malcolm Ross",https://abvd.shh.mpg.de/austronesian/language.php?id=385,Janet Moody,,,Tombeh-385-2006
386,Lunga Lunga  (Minigir),mini1251,,vmg,,,,,Word List A: Pipil PisaiWord List B: Betty KubakWord List C: Junias PuluWord List D: David KolisMalcolm Ross,https://abvd.shh.mpg.de/austronesian/language.php?id=386,Janet Moody,,,Ross-386-2006
387,Barok,baro1253,,bjk,,,,,"Tabitha Tamanas, Malcolm Ross",https://abvd.shh.mpg.de/austronesian/language.php?id=387,Helen Shearman,,,Tamanas-387-2006
388,Kandas,kand1301,,kqw,,,,,Tamsuri Malaibe,https://abvd.shh.mpg.de/austronesian/language.php?id=388,Janet Moody,Malcolm Ross,This is the 2nd language written on the one hard copy (along with the Konomala language written by Paul Rikien.),Malaibe-388-2006
390,Torau,tora1259,,ttu,,,,,"Ann Sirinai, Malcolm Ross",https://abvd.shh.mpg.de/austronesian/language.php?id=390,Janet Moody,,"A lot of the 'i's have a circle over the top instead of a dot.  Not sure if this is the author's writing style or if it is significant for sound or pronunciation.  

Some additions from Bill Palmer's Dictionary (See Resources)",Ross-390-2006
391,Tiang,tian1237,,tbj,,,,,"John N Wesley, Malcolm Ross",https://abvd.shh.mpg.de/austronesian/language.php?id=391,Janet Moody,,,Ross-391-2006
392,Bilur,bilu1244,,bxf,,,,,"Oviki Lipirin, Malcolm Ross",https://abvd.shh.mpg.de/austronesian/language.php?id=392,Janet Moody,,Some of the handwriting was difficult to distinguish.  There was a mixture of upper and lower case forms within the same words.  Again the 'eyes' and 'ells' were difficult to distinguish if they were written as just a vertical line.,Ross-392-2006
393,Kuni,kuni1263,,kse,,,,,"Alan Jones, Barnabas Maua, Malcolm Ross",https://abvd.shh.mpg.de/austronesian/language.php?id=393,Janet Moody,,"All stems functioning as finite verbs are preceded by a subject-marking clitic or prefix. In the third person (the usual citation form) this can be either e- or i-. The former marks the verb as irrealis while the latter is the characteristic form for narratives. I have chosen to represent all verbs with the irrealis e- form, for consistency.

All noun stems that may be inalienably possessed (body parts, relations, etc.) are represented with the 3rd person suffix marker -na, indexing a third person """"possessor"""" - such stems, when used as adjectives, as a general rule take a person-marking suffix ; on some stems this has become fossilised, while others resist it (possibly only in some uses). Hyphenation indicates affixation;  even the subject markers are represented here as prefixes, though the argument for this has yet to be made.",Ross-393-2006
396,Doura,tour1243,,don,,,,,"Malcolm Ross, W.C. Papua list",https://abvd.shh.mpg.de/austronesian/language.php?id=396,Janet Moody,,,Ross-396-2006
397,Gabadi,abad1241,,kbt,,,,,"Malcolm Ross, W. C. Papua list",https://abvd.shh.mpg.de/austronesian/language.php?id=397,Janet Moody,,Many gaps in Word Lists C and D particularly.  Some writing very small or faint (poor photocopy).,Ross-397-2006
398,Solos,solo1257,,sol,,,,,"Helen N Hosian, Malcolm Ross",https://abvd.shh.mpg.de/austronesian/language.php?id=398,Janet Moody,,"Some pages in Word Lists B, C, and D were missing.  Spent time looking for them but not there.  Some verbs were embedded in short sentences reflecting the way the question was asked.",Ross-398-2006
400,Matukar,matu1261,,mjk,,,,,Malcolm Ross,https://abvd.shh.mpg.de/austronesian/language.php?id=400,Janet Moody,,,Ross-400-2006
401,Riwo,,,,,,,,Malcolm Ross,https://abvd.shh.mpg.de/austronesian/language.php?id=401,Janet Moody,,"Where the letter 'z' appears, the handwritten form looked a bit like a 2 with a hyphen across the middle, but think these were  z.

<z> represents a voiceless lateral.",Ross-401-2006
402,Bilibil,bilb1241,,brz,,,,,Malcolm Ross,https://abvd.shh.mpg.de/austronesian/language.php?id=402,Janet Moody,,,Ross-402-2006
404,Saliba,sali1295,,sbe,,,,,Anna Margetts,https://abvd.shh.mpg.de/austronesian/language.php?id=404,Anna Margetts,,,Margetts-404-2006
453,Nahavaq,sout2857,,sns,,,,,Laura Dimock,https://abvd.shh.mpg.de/austronesian/language.php?id=453,Laura Dimock,,"labiovelars considered on segment: pw mbw ßw mw
prenasalised considered one segment: nd mb mbw ŋg",Dimock-453-2006
456,Avava,katb1237,,tmb,,,,,"Crowley, T. (2006). The Avava language ...",https://abvd.shh.mpg.de/austronesian/language.php?id=456,Russell Gray,,"from: Crowley, T. (2006). The Avava language of Central Malakula (Vanuatu).  Edited by John Lynch. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University, Canberra.

/bb/ = voiced bilabial trill, /ng/ = velar nasal

Also know as Katbol",151851
457,Naman,litz1237,,lzl,,,,,"Crowley, T. (2006). Naman: a vanishing language...",https://abvd.shh.mpg.de/austronesian/language.php?id=457,Russell Gray,,"Crowley, T. (2006). Naman: a vanishing language of Malakula (Vanuatu).  Edited by John Lynch. Pacific Linguistics. Research School of Pacific and Asian Studies. The Australian National University.

/kh/ = velar fricative, /ng/ = velar nasal, /ë/ = schwa",154909
459,Nese,nese1235,,,,,,,Terry Crowley / John Lynch,https://abvd.shh.mpg.de/austronesian/language.php?id=459,Simon Greenhill,,"Crowley (2006). Nese: a diminishing speech variety of Northwest Malakula (Vanuatu). Pacific Linguistics.

Currently spoken by only one extended family in the village of Matanvat SDA. 

v', m' etc. represent apicolabials; r is a flap, rr a trill; ng = velar nasal",39695
460,Tape,mara1399,,mrs,,,,,Crowley,https://abvd.shh.mpg.de/austronesian/language.php?id=460,Simon Greenhill,,"Also Known As Maragus

Crowley, T. (2006). Tape: a declining language of Malakula (Vanuatu).  Edited by John Lynch. Pacific Linguistics. Research School of Pacific and Asian Studies. The Australian National University.

kh = velar fricative, ng = velar nasal, ë = schwa.",47396
463,Sye (Erromangan),siee1239,,erg,,,,,"Crowley, Terry. 2000. An Erromangan (Sye) dictiona",https://abvd.shh.mpg.de/austronesian/language.php?id=463,John Lynch,,"Erromango Island, Southern Vanuatu.

Verbs are entered in the dictionary in citation forms (usually n-initial; the nominalisation), but in this list they are listed in their root form.",41979
464,Ura,urav1235,,uur,,,,,"Crowley, Terry. 1999. Ura: A disappearing language",https://abvd.shh.mpg.de/austronesian/language.php?id=464,John Lynch,,"Erromango Island, Southern Vanuatu",62308
465,Araki (Southwest Santo),arak1252,,akr,,,,,Francois (2002),https://abvd.shh.mpg.de/austronesian/language.php?id=465,John Lynch,,"François, A. (2002). Araki: A disappearing language of Vanuatu. Pacific Linguistics: Canberra.

Small island off the southern coast of Santo; other dialects include Akei, Wailapa and Tangoa.

p', v' and m' are apicolabials
r represents a flap (orthographic d)
rr represents a trill (orthographic r)",97023
469,Tolo,tali1259,,tlr,,,,,Susan Smith Crowley via Malcolm Ross,https://abvd.shh.mpg.de/austronesian/language.php?id=469,Malcolm Ross,Malcolm Ross,"Crowley, Susan Smith, Tolo dictionary (PL C-91, 1986, 129pp.)",63651
470,Merei,mere1242,,lmb,,,,,"Chung, 2005",https://abvd.shh.mpg.de/austronesian/language.php?id=470,John Lynch,,"Chung (2005). A descriptive grammar of Merei (Vanuatu). Pacific Linguistics. Research School of Pacific and Asian Studies. The Australian National University.

Dialect of what Lynch & Crowley (2001) classify as the Central Santo, language, Espiritu Santo, Vanuatu.

Voiced stops are prenasalised.
The word list in Chung (2005:64-71) seems to incorporate a consistent typographical error: orthographic <ng> for the velar nasal is regularly given there as non-initial /nŋ/. I have simplified this as /ŋ/.",43178
471,Iaai,iaai1238,,iai,,,,,Ozanne-Rivierre (1984),https://abvd.shh.mpg.de/austronesian/language.php?id=471,John Lynch,,"Spoken on Ouvea Island, Loyalty Islands, New Caledonia.
y = high front rounded vowel; tr, dr, nr ... = retroflex; th = theta; hw, hm ... are voiceless.

Ozanne-Rivierre, F. (1984). Dictionnaire iaai-français (Ouvéa, Nouvelle-Calédonie), suiv d'un lexique français-iaai. SELAF (Langues et cultures du Pacifique 6), Paris.",303623
473,Simbo,simb1256,,sbb,,,,,"Palmer, Bill (1993) Simbo draft dictionary",https://abvd.shh.mpg.de/austronesian/language.php?id=473,Malcolm Ross,,"Orthography: <q> represents /g/, <g> represents /ɣ/.",Palmer1993
474,Uruava,urua1242,,urv,,,,,"Palmer, Bill (2004) Uruava dictionary, Additions from Piet Lincoln",https://abvd.shh.mpg.de/austronesian/language.php?id=474,Malcolm Ross,,Palmer's dictionary is an exhaustive compilation from older sources. Uruava is an extinct language of Bougainville. Missing items are probably lost for ever.,Palmer2004;Lincoln-474-2007
475,Namakir,nama1268,,nmk,,,,,Sperlich (1991),https://abvd.shh.mpg.de/austronesian/language.php?id=475,John Lynch,,"Sperlich, W.B. (1991) Namakir: a description of a central Vanuatu language. PhD Thesis, The University of Auckland.


Shepherd Islands, central Vanuatu.
' = glottal stop",13129
476,Orkon,orko1234,,,,,,,"Crowley, Lynch, Early - notes",https://abvd.shh.mpg.de/austronesian/language.php?id=476,John Lynch,,"A moribund language of West Ambrym, Vanuatu, now spoken by almost no active speakers, maybe 40 or so have a passive knowledge of it.",Crowley-476-2007
477,Kwamera,kwam1252,,tnk,,,,,Lindstrom 1986. Kwamera dictionary,https://abvd.shh.mpg.de/austronesian/language.php?id=477,John Lynch,,"South Tanna, Vanuatu.",47028
484,Neve'ei,vinm1237,,vnm,,,,,Crowley & Musgrave. Neve'ei dictionary. MS.,https://abvd.shh.mpg.de/austronesian/language.php?id=484,John Lynch,,"Crowley, T. & Musgrave, J. (n.d.) Neve'ei dictionary. Manuscript.

Western Malakula, Vanuatu; known also as Vinmavis in the literature.

kh = velar fricative
' = glottal stop",CrowleyMusgrave
501,Äiwoo,ayiw1239,,nfl,,,,,,https://abvd.shh.mpg.de/austronesian/language.php?id=501,,,"Åshild Næss, Pers.Comm.

Ross, M. & Næss, Å. (2007). An Oceanic origin for Äiwoo, the  language of the Reef Islands? Oceanic Linguistics, 46, 2.

Some entries from:
Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",139210;85830
502,Nanggu,nang1262,,ngr,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=502,Robert Ross,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
504,"Malo, Santa Cruz",natu1246,,ntu,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=504,Robert Ross,,"Hackman, B. & Tryon, D.T. (1983) Solomon Islands languages: an internal classification",85830
508,Kubokota,ghan1242,,ghn,,,,,Mary Raymond,https://abvd.shh.mpg.de/austronesian/language.php?id=508,Mary Raymond,,"Kubokota and Luqa are very closely related although there are some grammatical differences and, I feel, more lexical differences than this word list suggests (Kubokota has a lot of borrowings from Bilua, a neighbouring Papuan language). 

Orthography: q = voiced velar stop, v = voiced bilabial fricative, ng = velar nasal, ny = palatal nasal, g = voiced velar fricative, j = voiced palatal affricate. All voiced stops and affricates are prenasalized.",Raymond-508-2008
509,Luqa,lung1249,,lga,,,,,Mary Raymond,https://abvd.shh.mpg.de/austronesian/language.php?id=509,Mary Raymond,,"Kubokota and Luqa are very closely related although there are some grammatical differences and, I feel, more lexical differences than this word list suggests (Kubokota has a lot of borrowings from Bilua, a neighbouring Papuan language).

Orthography: q = voiced velar stop, v = voiced bilabial fricative, ng = velar nasal, ny = palatal nasal, g = voiced velar fricative, j = voiced palatal affricate. All voiced stops and affricates are prenasalized.",Raymond-509-2008
510,Sivisa Titan,tita1241,,ttv,,,,,Josef Meier (Anthropos; 1905-1909),https://abvd.shh.mpg.de/austronesian/language.php?id=510,Claire Bowern,,"This data is from an r-dialect (cf Ross' from an l-dialect). Consonant inventory follows. Segments in () are inferred from the source to be phonemes but aren't written in the source. 5 vowels are written in the source (a, e, i, o, u)
	Velarised	Labial	Alveolar	Palatal	Velar	Glottal
Nasal	(mʷ)	m	n	ny	ŋ	
Stop -vless	(pʷ)	p	t	c	k	(ʔ)
fricative		v	s			h
trill			r			
lateral			l			
prenasalised		b [ᵐbʳ]	d [ⁿdʳ]			
Approximant		w		y",125306
511,Gumawana,guma1254,,gvs,,,,,Clif Olson,https://abvd.shh.mpg.de/austronesian/language.php?id=511,Clif Olson,,,Olson-511-2008
512,Western Fijian (Navosa),west2519,,wyy,,,,,Pita Tuisawau/Self (fathers language),https://abvd.shh.mpg.de/austronesian/language.php?id=512,Pita Tuisawau,,"This is the Fijian spoken by the tribes of Nasikawa, Vusu, Buretu and others on the South Western coast of Viti Levu Fiji's main island as well as parts of the highlands.

""c"" is pronounced as ""th"" in ""then""",Tuisawau-512-2008
516,Tawaroga,kahu1241,,agw,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=516,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
518,Ughele,ughe1237,,uge,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=518,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
521,Nduke,duke1237,,nke,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=521,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
528,Kusaghe,kusa1251,,ksg,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=528,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
530,Mono (Alu),mono1273,,mte,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=530,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
532,Dori'o,dori1246,,dor,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=532,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
535,Vangunu,vang1243,,mpr,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=535,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
540,Ghari (Tandai),ghar1239,,gri,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=540,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
542,Malango,mala1484,,mln,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=542,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
548,Mbirao,bira1254,,brr,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=548,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
549,Langalanga,wala1266,,lgl,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=549,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
550,Kwai,gula1270,,gmb,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=550,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
553,Laghu (Samasodu),lagh1246,,lgb,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=553,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
555,Nggao (Poro),gaoo1237,,gga,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=555,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
556,Fagani (Rihu'a),faga1239,,faf,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=556,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
557,Oroha,oroh1237,,ora,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=557,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
558,Santa Catalina,owaa1237,,stn,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=558,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
561,Longgu,long1395,,lgu,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=561,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
563,Lengo,leng1259,,lgr,,,,,"Tryon & Hackman (1983), Paul Unger",https://abvd.shh.mpg.de/austronesian/language.php?id=563,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
564,Mbaelelea,bael1237,,bvc,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=564,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
565,Mbaengguu,baeg1237,,bvd,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=565,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
566,Fataleka,fata1245,,far,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=566,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
567,Bauro (Haununu),baur1252,,bxa,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=567,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
571,Sengga,baba1268,,baa,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=571,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
